"App","Store","App ID","Review ID","Country","Version","Rating","Date","Author","Subject","body"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSGZmazh0M3NwWHFNRFBDMWVmX0RBUzRnTk11Q0xVQVM4T3BYd0xIN1lwV1ZZeUNPV2ROdXBDWjJubC1pa01icS1QVDJoUVhGcDJzazlFRmE4","English",,5,2016-08-04,"Joseph kirui","Best","faster and efficiency"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR3pUZnAtVUNReUhVbklJdkpPa1ZCaU9QWmt2cS1Ja1Y1NmhGZUt0VW1PTVZ3OEptVkJaanNleWFLSVQ0cGlRdmxTRXJPQ1A3NHY2RXA3dFRJ","English",,1,2016-08-04,"Hery Darsono","What a stupid apps","i want to sign in but can not do it s ask me security check again and over again even i have choosen the correct picture. admin please respond to this issue"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRVdWZGo2N2hIMHYzc0tfSVlTOW1hajFCc0VCeFRKU3ZSQm16TWNVVTdsVEZwaGc1VWxvTzVnSFdVOWJWejNpMkVEUDE4NTBneDlPTXpJMGpn","English",,4,2016-08-04,"adero barasa","Faster in conections","it have enable me to get in touch with many professional"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSG5kV0kxcnloVW04UkpxMHc3Ynh1VXk5MF9uc0NkZjM1d1R1MURqcHVXMFBscHBJbm1HV2k0UWJxdFBZa0RVSU9GMXRfd3ZQcFBOaERIbHk0","English",,5,2016-08-04,"meena gurung",,"i love this"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRTF6MnVqazB5ekhRSzlwa0Q1TFNKUFI3TXZZWGswYlI2cUZ0TzZoWnhIVGNRWWFOU0xUdkRuZVZOZWxYY2ZodUs0emoxUUlMa2F6SDE0ejlR","English",,5,2016-08-04,"nadir jahan","NADIR","great"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRTlzNkYxMkdFYTVJNzd0bWs0Y1lwQ0JXNHhIZ2lZeU94VTZhOGsxNjBYRC1TSldwdElWY0xvb0hkdXRMM1B6aVV2MUNUSnBJNDY5UF9qMk9B","English",,4,2016-08-04,"Lamar Jackson","So useful","a great tool to reach out to future employee or employers. great for networking and job searching."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSC1ZRUhmVXg2N2gwRkg0WEw1NVZ0a3Fmc3lsTnIzQXcxME1XSDZFeG5EZnJOd2N1Y09zSFdIV1RnMldVbC1oVXBWZ001bk9yVVlFR080QTE4","English",,5,2016-08-04,"SATYAJIT JOARDER","Nice app","good"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR05Bb1cxVzJJUjhNcFpVZjlaYkRuc2tNNGF1WWhtZWRPZWZ0UFUyTi0zMWNXRGZjdzBXRDd4LWNKdEtsTzRTdEs5NXRRazVBZmdwN2UyU0c4","English",,5,2016-08-04,"Mosaab Akl","Mosaab","liked it"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR0I3TUhLaFdhLVMxUU1CV0d0NHRSVU1VcFJtdlVyci1DVktheVY2WGFxblV1ckJjbFdhLVd5NTN4amVNRkFlTHh6STA0RFR1TjctaVB4MHg4","English",,5,2016-08-04,"Mugalikar Pooja","Nice","good"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRXNVYXhNYVRjYWIyOHppc0FrTXhPTUpuSnFCTGRXVFcyZFdlQjhxT3VSRTR5VGk5MTJKTExjbFJ4dWdsR2Y1aUZkbDhYWEE5dmtmVkFFcC1F","English",,2,2016-08-04,"Tennyson Khatala","Mr Khatala","accountant"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRlFFX0UtdXJaWm1sTUlaaWRDM1dJbGtJM3ZpbTNlb0VMaFRPa0dmSXFWSU02TEtsQm56YmZwemtmdVFjWXI0ODlJQUgzSVpOQmdiX3A0bFpz","English",,1,2016-08-04,"T Crews","Broken","recently send out a notification to all my connection tell them to congratulate me on a job i wasn t lie for. this didn t look good from my manager point of view. another time i have several random connection for person i never go request to."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRXhmTWdNOTdEZzVJcEpIVGViUERYSnFHc0dPWWFZdVBXRmxPcVgzcFZFMUxhbTByR25zdEtEMlpGTi15azJTRXlST3Zfb0w4UHJTemJ3czhv","English",,2,2016-08-04,"Chandu Kumar","Good","love it"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSGRGZ3NzX1hyRXNVRmpvQVRXb09OOWFqc3NSNVQxWVNnYXFpN0JPUXhZeGdTSmdGMVdMOE1heHd3aDkybFZiQ1RSWUhDdFpTUG5WRUt5VjNv","English",,5,2016-08-04,"Kelechi Oketa","PROFESSIONAL SOCIAL NETWORK","this be the best professional network link you with person of like minds. the advert be superb i so much love it."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRTRhVTJCekdSeldZeGVtNmRYZUl6X1ZjUy04MVNROGx1LXljVzZBdWI2dEFXeEREcjgyeF9tRTBBOGs4dDZBb0ZMMkJRNUxUQW0zdVVfdGlJ","English",,1,2016-08-04,"Paul Trebilcox-Ruiz","Share button","seriously the share button in the action bar for article should bring up a chooser not just immediately try to share on . add a better design pattern since copy link and mail in the overflow menu be an antipattern of terrible. every time i want to grab a link i have to deal with that thing even if the article isn t host on \u0026amp;gt;\u0026amp;gt;"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRzBPb1RNSTdYTnRWQWJYSm52N3JUeF9ERlotVEZqMzVHOTRfQ3F2VDd0SlFVTWNLcVR4aVlpTENEakk4cG5GcFBfamJYa0NOTGlzM0F6Zy1j","English",,5,2016-08-04,"James Bennett",,"retire old man"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRXpPZFlUa04ycWRlLTJYX0JRd1oxUEYzZ2tURjczV2RxRkJjeF9UdEFoV1JMU01SRUw0MldpR0ljOWJiMFVMelVfRXo1MV9wWnZodzA0NDFB","English",,4,2016-08-04,"Shahid Khan","New engineer s","maintenance"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRmxoMkVwOHllSWFpSEdTUXctYkZUUG43S2Nta3NRM3poeXNSbDZhdGloU0JrM1BqWDdpX0IzVVZaRkFBaFRGekZQd0ZrckpTTTBTSXV2LS1R","English",,4,2016-08-04,"Angela Nixon","Love LinkedIn","work great!"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRjQ0Z2o1NVBzczBhTW1iMjBwVXBNZTRDeG12Tm1hWGJ3U2dYNUhDOUVlOTkxQXRpd01ueU9tWGpVSDhXeWtfU2ZLaDBremg5WF9iN05RTDlJ","English",,4,2016-08-04,"Balaji Rajagopal","Balaji","mas"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR1NVMmZfb0RNU1p0YzlLX2xzWHRTNVpuWVM2a0ZZSl9BRXg4WG92YTV1OEFsMTBBcDZaNkx1LXJHa1NURTYwYXF3c2tnbHEyM014aDBmR2VZ","English",,5,2016-08-04,"Apura rahane",,"grt"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR2dNRlRGcEFHZmE1eFZ4b3JmVjZzN1pBN01EMkI1b19FZWZWQjVHcVFzTGVGcGRKaGFBeENnRmZoZ1BTZUQxTkMwMXZCdzNIVjJZSDZwVVB3","English",,4,2016-08-04,"Amani Gad",,"useful and professional"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR3JyREZWby1ZaVN1bUxjZ3FHZ0U2dFR2dFl3blVXLWhJZmFROS1QZnhjVzZjTldzWTJnWElVUTZrVVN5T1kzUDQyazNNYWI4YjJTQWNadk53","English",,1,2016-08-04,"Ted Varani","App keeps crashing","this stop work a few day ago now it crash as soon as i open it unusable."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRnNXdE9TYW1JZ0c3TC1KX0xCZ0hDSkk5dWtXdUQydks0NUJYZk9QLURHNUd1TGlzRi1nVWZZYkJkc3BneVc4UWVIdU9uOUpPUS0tOUgxSWpn","English",,1,2016-08-04,"Walter Dsouza","Its to know people and share our CV","to find the right job"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR1RLSU1YbFh6NkswMGpjYUVEbUdfLURJTXpMdGdvTGlBTGZ1RWR6anRHcUVMSWZLZ3BjMlg5Z1hJc3F4UUNTTjluVzZuZ1VtX2lzZTRCdXdF","English",,4,2016-08-04,"Gilda Penna","Modern social x business x enlargement of co.t","update device to do business and socialize"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRWFjRmxiUU5KMDlNeERJX29aaWVlUjFJUUFja1NNeVRXcHlKU3NCMWsxQmFSMHgzYjg0ZFFycTRHcjN4SHVLTlNOWmhxLTkzcG1qR0hEYlgw","English",,2,2016-08-04,"Praveen srivastava",,"poor feedback"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRUJHX1hqekhIQ0tjeVlIMXVzckVaMDRwLVBMMGRoZnhYSURhN2JORjNBZmZJOFlOSjN3V2NkRWo3cHNaMHJjSFRuRFRiWUxXeDBDbmNkTkZB","English",,5,2016-08-04,"Martin Garcia","Great","great"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR3hRYWp2QnhkV1A5dUxGRkRTZjBkejU2UkhCdnVwTGJZNnY0RnhjcEFYczg1RFh3SkRtZUM0Z1hjOHdaV01iZkJRSWxXR0xjd3l2QkNpMU0w","English",,4,2016-08-04,"Benjamin Williamson","Art","its eazy to us and helpful for job"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRXZMSGd6MWdkRXBMRXZwVEZHYjNQZkJ3c3ZwWk51QmNXQktfbFNWM1lBVEpsNXNPazJwZTZuT0psUjNhR21jaDg2cE1zRW9wbXpxX2ZFTHpB","English",,1,2016-08-04,"Rajesh Dhingra",,"useless.what nonsense ..i be unable to join ..to. slow service though 3g internet.."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRUJSNWZLT3YyekpQUldtRjlqU0JVdkUyd290c2tVMHdQbUNkaHZMNEFkcDJvMXItc1VYcFA4WS1CLTc5cjBEU3V6T3o4cUdzOE5GN3JIQl84","English",,3,2016-08-04,"Ghanshyam Mundhada",,"try to access."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRmltZ1piRHVVWUNwWUFLcE5Ub1ZUWGFRbUJialFqMFdBM3NoTkFCOThDOGhad2ZYLThDLXpQVmg3dWFEUTFBMDhvSVc2c2VVNW9EV292SWY4","English",,5,2016-08-04,"William Harkrider","Order holder Treaty holder Claiment","world s biggest survaillance system. first command seagoville texas 75159"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR0YtZHBpV0NVZEhSeGpVNVFPS0ZjVHFoNlV5THp0Vm5TdW9XZW1HQkNOTlhGNlRSaU1ySnZsRUk5WTF6RnlHYm93elF6b3NXZDN2c2V3U3BR","English",,4,2016-08-04,"naveen bullet",,"useful"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRWFvYXlJTkN0TVk3a1BYWmVraTRTTzF2V19WclE3QlhpdHlsY1o0NXhnSnNVdWc2bHNhTkxYMmZVNHBPSV92LXhyNU5fSnZWVzVpSHZWZTNB","English",,4,2016-08-04,"Eduardo E Sierra","Notifications","the work well the only setback be the notifications. i should be able to get all of them include the one from the desktop version."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR0h4NWNkVmFBVnh4YnNDNWxoLU9FeU5TRTZRT1YyWXNLLWhtRFMzb3cyNFpkWXdSTGxZRGlhcHhkemxJYlJtMUFXaUdoSEltWlZheUtkMG9z","English",,3,2016-08-04,"yemisi omokowajo","Ok","good"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSHkxcHU4SXZRZ010MmVKemdya0w1a0h3dE1RLXFWNmRTWkhlbzVmVFJNQ0lLdzJITXFzb3lqekJtRWZCUmpacUtXSkpoOTVuZ2N4N0F2Vm93","English",,4,2016-08-04,"Anurag Paul Dani","Like it","like it"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSDRHOC1mYUZwb1R6RGxCSUM1QUJqeEJUSzc0amNjUVcxZzlXSnFOMHJLRGJVTzA1S0VIWnlnYnRoeHl6WGJYZGhNdktsaFlWcXdETXdJbk1v","English",,5,2016-08-04,"Shan Mugam",,"sham"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRlgzS2tqYVRZSTFNN0N2TFhySEQ1ZmR4c1Q2MWNXQUZJbVpmS3I3WFFVOFhpd29xZjJ5TktER2xTdlhfY0c1elNZZnRBNFA0b0RYR0VSQmVz","English",,5,2016-08-04,"Zaman Wahid Jisan",,"great"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRjMtT2owZzdoenRxOUtTTVU2ZmYwbUxraTkzUnhfb1Uzc1B3REpmeGlZbllTTV83Qk5DamcxWENLZFctdE03SkdBdkZ3SkFZRnlDQ056UU5r","English",,1,2016-08-04,"Matt Sharp",,"should be better. hopefully microsoft can resuscitate the platform. there s room in the market for a business networking service that can actually clear message notification month with a ghost message in my inbox provide greater identity verification and deliver actual insight in article and conversation as oppose the dogmatic redundant pablum that currently populate my feed."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRVNJTEdkNDFwSU9CVWpYMXFXY0pTTld2b2FZQTBxNkwtcUd5YU1XXzV6RHNyLTBzS3BQSkl1Y1cwZzROa1E5RVRpUkxKakZNcnk3ek9GZ0FN","English",,5,2016-08-04,"Sylvanna Rivas",,"social"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRnZHTm9UUDFtVDlfcEpCVUJVVzFHZlpadDBIdmJZZnFPWDZkdmtXaTdRS3UwLVh6cHF5YjVERkpMaEt2dVNrMFIxcVpoS3NaWXdWTUJsTnVB","English",,4,2016-08-04,"LangeLS Sing Praise","Miss Lange","convenient"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRmZ1eXJxWHFWUDF0bnVqUjBlWi1oeXc5S0dLZ2ZEcnNaNHNaMWY0VnN6TGdNZ3E4d1l6TGhZZXZseGtXaWJnREVDVElNLWZPRGNjUjl4TDdn","English",,5,2016-08-04,"Đ.J vicky",,"just love it"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRjl0Z0dtZVpyZUowdU1SdEszbGxzSm5WU3U3LTdyUjctMlhNRkVvU2I2Y0tUSUh0a1NOMlVCaUdGTkhsYVhLa2l1RDhqMGRIbExYODBsTmpJ","English",,5,2016-08-04,"Faheem Aryan Khan",,"sooooo nice"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR3VrYjFWSzhpWXFGQmd4V1l0OWxCdVJ0TUdncUlOU2JQbDRwVzl1eXN4TTBoQk05NkZhVF80MkJfWjZwN3VYeTdTQU1wY1g4bjVhdUlRcWNz","English",,5,2016-08-04,"Patricia Gonzales","LOVE RECONNECTING ...","i m thrill to be connectingreconnect with new and old friends!"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR0FKTWxoU2tkSFFYSTJ1X1FwaEZJWlQwOHM1eW82ckJkZmFwbzdNOFZ1SXNfVllONDk3NlhHd0sxWUpGQlluSHFYa3lPTlpFc0MtZFJpVzJj","English",,1,2016-08-04,"Lew Carvalho","LinkedIn to what?","what s the point?"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRjk4dEIzMXlKOUJpN1Q5c091NkNUVjZtUVNqWjhfbFljSmJkcDVESVBGMWVXdXVGNnBkZ0MtWElvVnZxemZFVDRZZWo2dXJYT0dja0dyRENJ","English",,1,2016-08-04,"Chris Knox","Limited capability and kind of invasive","used the web site from an android tablet yield constant nagging to use the . and no wonder the get access to all your contact and mobile data. but some thing only work from the web e.g. writing a recommendation see an attachment in a message. the build in browser doesn t always work either. the itself be stable and not hard to use just frustrate in its limitations. p.s. uninstal due to limitation and the many permission it demands. i ll ignore the nagging."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRmR0bm54bl9RNkc1YXU0ZkRfV3dTdTNIb1RsWWZMaGFKU2EzMEFjOVYyRjAyeU9MY0JQWXowWHA0NjdzTzVXb2cyUER2MktOdWV6WUZ2Yjd3","English",,4,2016-08-04,"Carole Foland","Ok","the best way"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRmtRenZpWWFsTzh5WHFIdlhKdVpZRExiQU80cWpoN1VKNlNhRy10amN4dGhFVkY3X3k0THdZazNOZ2lsN3dtdjFLdTc2MFNiVVhjeHM2VGdr","English",,5,2016-08-04,"Anbazhagan Ajaganandam","Superb app","more helpful for job seeker"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR2lQUmhQb3dWZktoX1RNdjJWRWVBcEVsbmRJRlVfV2d4ZlRRQmR6RXlzamVBZmpnZWttVjF1eHdDckp5SWQtRHFBcGtLYjI2U2hPVTBQVWZB","English",,5,2016-08-04,"alanleepetty petty","Big bang theory Marketing...,Alan","thankfully alanleepettyapk"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSFljODljZl9iV084eXd3Tl93ZXBGQUlkbUt2M2RFaHlmWFJWWUdqS0NyT3ktRXNvVzI5anhhRUt0QXFxZDlWVk9BX0IxbFlYbUcyTFNaaXRn","English",,4,2016-08-04,"Eric Zoerink","Useful","good place to meet business orientated person"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSEE0MmphZWttVmJ3ZkdQMzczbzRZUGtUS2hoQ2hsVHhkWUFBYV8yS05rUldzZEJCTlhCLWdsYUswQ19VN0Jhd0NTeUZMQWNTdkhQVlEzWGEw","English",,1,2016-08-04,"Anal Sharma","Very poor I am not able to login","just don t wana use this such a shame."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSENEWFZPUnVpVzBrdzZZbkpuUHkwZGtqM3Vhd3pFbXFnajRLSFUzaUJvWHB3QWhHd2pKa2ctTldlOEp5ZjdSd01SbmZTQVQ4MWhYM0hjakFF","English",,4,2016-08-04,"Craig Foucht",,"great networking !"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRlRHV3hya1Vub3VIR0YyNnE1UU56Q2FUWVdFR3VGWVhzOGl0LVNNS2RmbGhBSXh5N29BMWkxOW9PdGthQzViVWpoNWk3LWNLejJ2Qjhkdkpj","English",,5,2016-08-04,"Pankaj Kumar",,"great professional connect plateform"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRjZvNXJ6Ymt5cjd0aEd2UkxUTDZjcUdFTTNCRzYtSno3NS02MloxeEhYQlVaNXZWVVlwMTlEb0NWbkRRcUVlX1dPZUc1Q2tsS2JWQlZIN3F3","English",,2,2016-08-04,"Hawk DaTrucker",,"cool."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRUY0d2NaTElTdUhlTjJzREw5VWVkWDJRdVB3NEFGaVhzanJqN1V1eC01T3dDa0MtMXJZTDA5OEVLd1dVbDFnVzk2V0RTcFZMdVdBRG8zSnRB","English",,3,2016-08-04,"Carol Mackay",,"its okay"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSDlWWjI1ZUhUSGU3UFVrUWJYWEtVdXBhd29mNUJuSU9KT05QcG9scmlxOWpBYjljZDM5MzF3eXlndlllQlJ4SG9XRmQwckcwa093RGZCZzZZ","English",,3,2016-08-04,"000lfk la","well manage","easy to use be it feature good way to expand my network"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR25kOGVfSTdFVzlaVUdtaWF6d0ZleDVidUE0aTllSkhmNDZsVVVyNERJczd3cWtMOHZtcXR5Qm44aUhjNUFlcGJydXpOdm1SMEZWNDRRd1ow","English",,5,2016-08-04,"Nazmul Islam",,"thank"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRnJOVE03LXl6dzBzdGtGMWcwaF95ejIzRlpnYnYyUEhiY25seDA3ZDBqbEhUZ2RONTJOY0t0SUNTa1JpX1B1OEJGTnNwa042TGtkaWtRZmlV","English",,4,2016-08-04,"Daoud Sarbaz","LinkedIn","it s good"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRXFsOF9nMlBRaGZzRTFpMmJ2cEJGamhVRjNscHkwTVVMUHR5dmtXdUdCdm5LcmVUZV8wMVhMYVlDbEJneURZX3hMT2ZjczZlc0tld2tkN0Zj","English",,5,2016-08-04,"Rohit Saini","Nice","i love it"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRm9Wb0prTWpnNURFbzRTNEFXLXExaE15VkQ4VEp5ZVlPTXUxQ2xQWThQN2lpRWl3X000d0dNclhlQUp6VVJLOS10WmlYOFBVSnpnZDU4NHpR","English",,4,2016-08-04,"Rohit Parhi","Many difficulties","it s goog"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSE1VUmJqTXkzalBMYm80NDZmcTdDVk16ZEpseURpOENCRTRFV1pnOUlUcEJsTmdTREJPLWZ2V1Biam1iYTRLTHB3NUo3ZmZRaEFXRHd3STc0","English",,5,2016-08-03,"Hariharan Selveraj","Good","use full"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR2JtYjJYMzlFMGRzOEw0cDYtZ1IyN1VxeS15MWVmWllHNWhWWWZ4MTk3VVkxaEphcUdZMzZWNVZucEE2NWVxR2sxT05jeFVWbnQ1Ynk0aUZB","English",,4,2016-08-03,"Shelle Schnell",,"cool"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRkR3aUVPdk1QMzNPb0w0NXVFbENBX2lPNE1XNHNGYkRaMXhtdEhXUmwxck9jME9tWHVKSU9OQnZjVXc4UHE0YWlRN3VSc053SkhHSzlpR21j","English",,5,2016-08-03,"Faheem Iqbal",,"great"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRThudGExUGFZWnE2Q0U3b0ZUclVENGRWaW9qZFB0VUU2SUQ2ekUwR3dJbUU2bGtRdlc2VjFyc09kVDlQSFVaWkxSenFmMjZpc0xzMDdGcm9v","English",,3,2016-08-03,"karan enok",,"expect more"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR2d2TmpkbnplVzhmZ3RtQTNoZlFhQzE1aUt5WUJwQ1pQRnNDWkhyeUtHakVlT2lLSnNmLVE2YjRmVldOc182NXUwTFFBY0sxU1FQMDFpRVZB","English",,5,2016-08-03,"Al-Ghurabaa",,"good thank s"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR2JaeUFZQzFxRnFlTTF1dVZybGhvWU9LcElMbF9GZHFXaWlDZFZrQnNsS3NEcGFYNC1KUmJvOEFkTy1sTDdVRHFxQmxFQ2pLVmZqQnUxY2xn","English",,4,2016-08-03,"CHANDRA SEKHER Raman",,"sekher"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRUFTVEdjZ2ZIUUVQU19ldkg1SV9pWGp6T2VTdnhRZG1COUJqNUJJUkpPaU1ON0drSzljUUJHMjRyQk9zczg2bU5lTmxYYjhyUlBWcmQzOEcw","English",,5,2016-08-03,"Jalil Khan",,"jalil khan"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRkpjanQyb1Nldno1d1lNTG1aRGpWSVRCTUVrM3I4bk1kMmo1TEl2dENBdWk4bE5mMTlWNlFON3VXbjRMaExZTk4zcTk0Ym4xLUJRVlk5Sjdv","English",,4,2016-08-03,"Varun Agrawal","Liked it !","good !"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRjl6cHo4Y0VtNjE0S2p0RHBaSDFzMktuRjFSSVd4ZWZMUzZBUXhuSEVlRUJSSGd0TURtWTh5ZUxlTUF5NjVjbEJMUzl6ZlctVzVGRnNpdjRR","English",,2,2016-08-03,"Vikram Bhati","Pathetic performance","it s get hange many times. feel irritating. please improve performance wise. let me know i will fix ur issues."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRW1OeDcyQUtkYUxHTUVEdC1WMG9GWWVLYVZZRjdpM3U0OHo1bS1JSkN6Y3BRVHNyb0kwcTRzTzhKX0JUZF90MEd0ZUh4dTJPeTdkdWYzQmR3","English",,1,2016-08-03,"Brian Teves","Can't login","can t pass security check as it keep bring me back in a loop to the login page. be useless on phone. s6."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRlc5UERvcFp3YjZ1RHFQNHNlbFhualo3Vm44UzZ4V2ZaUFdjMk9TZXlOMEpRQ2w3Y1ZsM1lGX3pJU1gzY2JrQ21NUlNfUmpZR1lXT0dhSzQw","English",,1,2016-08-03,"Lets Share","Login fails","shame this have login problem."
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSE80VHh3eTQ5SnhQSTN5NjNHcjc1VDlPbldxWEJPR3BlVkY4SXhNS0ZOWmZUdEZpX3lrYjZTOHR2MVFwbHI2MktsYTFabHhGVjNyNjJFcnNB","English",,1,2016-08-03,"Ahmed A.qader","Hi","it s good"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR1QzUHI3dW5XMG1MN2QwSEk0SmFLRXZYMS1IQk5HcFpEZ19WMF80OUlsVzJQS0VaMXBkUHlId3lISTdrTjJIU01MbDd1VDh1TS1rZzBrLVdV","English",,5,2016-08-03,"John Okpekwu",,"very good"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRm9rWUdoSDJGcVVRb0NaWVJwZ25UVmlrak9FNVBuVzBSaTZDaW1udzhXX292OWZXR1IzY3NUNVBnbGRTTVRhUkJkTjI2bWMyZ3pYY0xsa1pn","English",,5,2016-08-03,"Henry H Cameron","Madter","supply \u0026amp; pushboat pilot"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSGlfUThyZmxpa0NYdGtxamxGazE2Q3dETWJ4WTZ6SGRscklIcFUtVUdkdXpVcXJ2RjR6czhwLXNyQUlYLTQtdUlnMG5MYTgxMVM4eTJ5VWtB","English",,2,2016-08-03,"Lela Nesbitt",,"hi"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSFhWMmlLYXNRdTRSUG94UDlhZm5kclpVUERfODNJMWtLNFR4MUliaVhNNDhZNUI2YmRtWU1hT0MxU3U3SmhBREZIWnBUX2psWGcxSFFYbUNv","English",,2,2016-08-03,"Mahesh Bhatt","Good","good"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPSEt2Q1U5M0lsZHhXeWsyUG5XaGw1ZHhfVTdSSTBlSXNQX3ZYY21pdk1ieU1KTUpGd1g4LWNrSDB4ak9za21Rd1UwSEdodUo2a1IzZS0yNjdR","English",,4,2016-08-03,"Peter Mdawe","Mr","peter"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPRUdPTXJ2MU9TSFQtQ0JwV1ZBZmp0S3I1Z0VDNi1VOC1iQlJSM240NlRhMmkwNnRPanRtc05OLUZHWlRsUGdnY1lvVTJVNHlXVWo5OEUwV3hr","English",,5,2016-08-03,"Sharaf U Din",,"amazing ha baaghi yaaar"
"LinkedIn","Google Play","com.linkedin.android","Z3A6QU9xcFRPR09lWUlHaFAtVnNxTHZBNjhEaGwtVXJKczlFT21FNm9ZYTJOaHVmU3oxZWRUX19KZGEtdzNoemVOUnZLUGF0NzVBeFVEU19mN081dFZKV19n","English",,5,2016-08-03,"nandkishor verma",,"nice"
